Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Deviation,Deviation_Percentage,Wind Layer,Deviation_Z,Deviation_Severity
16 02 2018 03:50,2522.3291015625,9.59431171417236,2512.9284916119,59.0226593017578,-9.400609950600028,-0.37408983112647487,High,-0.45357790657566627,LOW
16 02 2018 04:00,2296.17602539062,9.18989753723144,2267.05881039402,58.1863594055175,-29.11721499660007,-1.28436081424546,High,-0.49965569253865016,LOW
16 02 2018 04:10,2538.11010742187,9.85582828521728,2699.15222972974,59.8569793701171,161.04212230787016,5.96639643122296,High,-0.05525254997248925,LOW
16 02 2018 04:20,2488.85693359375,9.50511169433593,2443.94081579779,58.0703086853027,-44.91611779595996,-1.8378561995290268,High,-0.5365777924610493,LOW
16 02 2018 04:30,2366.87890625,9.46408081054687,2446.40764723707,56.6949806213378,79.5287409870698,3.250837654831899,High,-0.24574965273719224,LOW
16 02 2018 04:40,2655.59497070312,9.89053440093994,2722.13937532607,59.3101997375488,66.54440462294997,2.444562729819041,High,-0.27609409948456365,LOW
16 02 2018 04:50,2936.44702148437,10.6778001785278,3146.4125163079,59.2139587402343,209.9654948235302,6.673171230259099,High,0.0590815700296379,MODERATE
16 02 2018 05:00,2864.462890625,10.5535297393798,3090.92981605693,62.3171997070312,226.46692543193012,7.326821989146031,High,0.09764548029121395,MODERATE
16 02 2018 05:10,2904.15209960937,10.5730800628662,3099.92361084794,60.5632591247558,195.77151123856993,6.3153656610596105,High,0.025910172820837435,MODERATE
16 02 2018 05:20,2572.44409179687,9.69907188415527,2590.34082886063,56.1927680969238,17.896737063760156,0.6909027902568363,High,-0.3897838958851615,LOW
16 02 2018 05:30,2625.3720703125,9.76681232452392,2638.37707521509,56.9411811828613,13.005004902589917,0.49291683985427676,High,-0.40121589378666506,LOW
16 02 2018 05:40,2709.18603515625,10.0917100906372,2847.81905134141,56.0130805969238,138.63301618516016,4.868041602568104,High,-0.1076227218725194,LOW
16 02 2018 05:50,2531.40600585937,9.50090599060058,2440.61688686712,53.2804107666015,-90.78911899225022,-3.7199250517679987,High,-0.6437831823175139,LOW
16 02 2018 06:00,2741.80590820312,10.1712598800659,2894.07101338985,56.2721786499023,152.26510518673012,5.261277435220247,High,-0.07576447458414458,LOW
16 02 2018 06:10,2811.330078125,10.2635602951049,2945.38420558629,54.9346885681152,134.05412746129014,4.551329066239973,High,-0.11832360339216046,LOW
16 02 2018 06:20,2447.68896484375,9.48878479003906,2462.62470271003,54.6540412902832,14.935737866279851,0.6064967126271253,High,-0.39670376301947546,LOW
16 02 2018 06:30,2667.23193359375,9.84536552429199,2692.1450424488,53.6319503784179,24.913108855049813,0.9253999491939937,High,-0.37338660655053785,LOW
16 02 2018 06:40,2372.30004882812,9.25728511810302,2310.99511835523,52.4176597595214,-61.30493047289019,-2.6527503232686116,High,-0.5748785141600028,LOW
16 02 2018 06:50,2568.69409179687,9.77972793579101,2647.35914147145,50.587589263916,78.66504967458013,2.971453643832271,High,-0.24776810283760956,LOW
16 02 2018 07:00,2130.07202148437,8.94870853424072,2110.97931011136,49.6781196594238,-19.092711373009934,-0.9044480579017489,Moderate,-0.476228386910968,LOW
16 02 2018 07:10,1679.61499023437,8.07345390319824,1572.33716650655,51.6251792907714,-107.27782372782008,-6.822825664432526,Moderate,-0.68231735216267,LOW
16 02 2018 07:20,1787.90905761718,8.27717685699462,1692.49275215617,52.4465408325195,-95.4163054610101,-5.637619738072936,Moderate,-0.6545969358628579,LOW
16 02 2018 07:30,1600.16296386718,7.88576507568359,1465.27339138476,53.7526817321777,-134.8895724824199,-9.205761414594596,Moderate,-0.7468461209953271,LOW
16 02 2018 07:40,2457.32104492187,9.55027866363525,2479.23188517964,54.3550109863281,21.910840257769905,0.8837753494841928,High,-0.380402920439572,LOW
16 02 2018 07:50,2230.80493164062,9.24267101287841,2301.45705665207,53.8380393981933,70.65212501145015,3.0698867401083647,High,-0.26649434027573904,LOW
16 02 2018 08:00,2124.90600585937,8.91934871673583,2092.13379461909,51.5742797851562,-32.77221124027983,-1.5664491116471158,Moderate,-0.5081974335847819,LOW
16 02 2018 08:10,1738.58703613281,8.27482795715332,1691.08593252027,53.207160949707,-47.501103612539964,-2.808911285882901,Moderate,-0.5426189147990903,LOW
16 02 2018 08:20,1150.66198730468,7.21626186370849,1116.39040086271,55.5708198547363,-34.27158644196993,-3.069856782670826,Moderate,-0.5117014795125923,LOW
16 02 2018 08:30,1394.75305175781,7.63215923309326,1326.91582344736,57.1739196777343,-67.83722831044997,-5.112398775546077,Moderate,-0.5901445207013574,LOW
16 02 2018 08:40,1419.61999511718,7.69344997406005,1359.64160143888,53.0611190795898,-59.97839367830011,-4.411338518535049,Moderate,-0.5717783922906171,LOW
16 02 2018 08:50,1358.76696777343,7.59947395324707,1309.65868249992,50.3009910583496,-49.10828527351009,-3.7497010426999626,Moderate,-0.5463749048595008,LOW
16 02 2018 09:00,1298.39794921875,7.40573120117187,1209.63156347936,50.4012603759765,-88.76638573938999,-7.338299397881462,Moderate,-0.6390560465013804,LOW
16 02 2018 09:10,1464.04296875,7.78567600250244,1409.75551335497,53.8297615051269,-54.287455395030065,-3.850841857382453,Moderate,-0.5584786464401891,LOW
16 02 2018 09:20,1314.43200683593,7.45618820190429,1235.34595335351,49.3366889953613,-79.08605348242008,-6.401935689976604,Moderate,-0.6164330707534476,LOW
16 02 2018 09:30,1131.98706054687,7.08680391311645,1055.54811690248,46.4541816711425,-76.43894364439006,-7.2416351675848905,Moderate,-0.6102467643253031,LOW
16 02 2018 09:40,1100.56896972656,7.06105613708496,1043.71244758999,44.5629997253417,-56.85652213656999,-5.447527455273332,Moderate,-0.5644825658352937,LOW
16 02 2018 09:50,1134.26293945312,7.17165279388427,1095.17045285848,39.9164199829101,-39.09248659463992,-3.569534449418855,Moderate,-0.5229679427229365,LOW
16 02 2018 10:00,1051.91296386718,6.95693588256835,996.720105159157,42.4748916625976,-55.19285870802298,-5.537448118317002,Moderate,-0.5605945776549662,LOW
16 02 2018 10:10,1502.07800292968,7.77109193801879,1401.76286571124,48.7879905700683,-100.31513721843999,-7.156355734073546,Moderate,-0.6660455255496163,LOW
16 02 2018 10:20,1615.36096191406,8.1878023147583,1639.30699874169,50.1916809082031,23.946036827629996,1.4607414502598142,Moderate,-0.37564665780105877,LOW
16 02 2018 10:30,1314.00402832031,7.44517612457275,1229.7011337889,50.7228889465332,-84.30289453140995,-6.8555596327426045,Moderate,-0.6286248494444262,LOW
16 02 2018 10:40,1458.88195800781,7.72643280029296,1377.44568983254,49.5790214538574,-81.43626817527002,-5.9121218917292095,Moderate,-0.6219255320231005,LOW
16 02 2018 10:50,1638.22900390625,7.95093297958374,1502.02442505518,49.7135200500488,-136.20457885106998,-9.068066842259654,Moderate,-0.7499192962125236,LOW
16 02 2018 11:00,1627.03894042968,8.03924560546875,1552.55054345604,51.5383186340332,-74.48839697363996,-4.7978081800690235,Moderate,-0.6056883288443495,LOW
16 02 2018 11:10,1624.26904296875,8.04749774932861,1557.31294243883,51.3533210754394,-66.95610052991992,-4.2994634350796135,Moderate,-0.5880853215044075,LOW
16 02 2018 11:20,1836.26196289062,8.31959819793701,1717.98114357435,53.1432609558105,-118.28081931627003,-6.884872966078112,Moderate,-0.7080313974809895,LOW
16 02 2018 11:30,1959.73400878906,8.52145195007324,1841.23863846617,55.8396606445312,-118.49537032289004,-6.435633483207898,Moderate,-0.7085328040536786,LOW
16 02 2018 11:40,1784.56701660156,8.16757869720458,1627.37246111805,56.3013191223144,-157.19455548350993,-9.659408601243806,Moderate,-0.7989729567378083,LOW
16 02 2018 11:50,1979.19299316406,8.57883834838867,1876.82865469254,55.8149299621582,-102.36433847151989,-5.454112085063465,Moderate,-0.6708345171896172,LOW
16 02 2018 12:00,2025.30004882812,8.66467094421386,1930.46830389698,56.7408790588378,-94.83174493114007,-4.91236995394879,Moderate,-0.6532308155335762,LOW
16 02 2018 12:10,1788.83996582031,8.24065685272216,1670.67427574638,56.7357597351074,-118.16569007392991,-7.072934071552574,Moderate,-0.7077623399746769,LOW
16 02 2018 12:20,2162.98291015625,8.96333980560302,2120.38487963715,59.3797798156738,-42.59803051910012,-2.008976338597061,Moderate,-0.5311604130928739,LOW
16 02 2018 12:30,2399.1259765625,9.39136981964111,2398.71625226898,56.847900390625,-0.4097242935199574,-0.017080982093334023,High,-0.43256617032806904,LOW
16 02 2018 12:40,1945.78198242187,8.50365161895751,1830.2458897945,54.7429313659667,-115.53609262736995,-6.312599485763213,Moderate,-0.701616960076428,LOW
16 02 2018 12:50,1751.76501464843,8.09295654296875,1583.66997615405,52.4197311401367,-168.0950384943801,-10.614271977460842,Moderate,-0.8244474297465334,LOW
16 02 2018 13:00,1877.59399414062,8.41198635101318,1774.00518172439,56.7377700805664,-103.58881241622998,-5.839262110584047,Moderate,-0.6736961177648668,LOW
16 02 2018 13:10,1957.94494628906,8.60688209533691,1894.30184006727,57.1191482543945,-63.64310622179005,-3.3597130549970835,Moderate,-0.5803428403688144,LOW
16 02 2018 13:20,2163.919921875,8.84723472595214,2046.01376301511,58.7015190124511,-117.90615885988996,-5.76272559800074,Moderate,-0.7071558144748078,LOW
16 02 2018 13:30,2481.50390625,9.58033084869384,2502.30473645582,57.5751914978027,20.800830205820148,0.8312668678109023,High,-0.3829970184331756,LOW
16 02 2018 13:40,2417.40502929687,9.52033805847167,2455.92074569391,59.9489288330078,38.515716397039796,1.5682801028726743,High,-0.34159725755277814,LOW
16 02 2018 13:50,2266.666015625,9.09952926635742,2208.34123291022,55.1101608276367,-58.32478271478021,-2.641112788439766,High,-0.5679138967618308,LOW
16 02 2018 14:00,1669.17504882812,7.99181795120239,1525.31465335647,53.6695594787597,-143.86039547165,-9.431522548812062,Moderate,-0.7678109707067848,LOW
16 02 2018 14:10,2001.84802246093,8.62043476104736,1902.7645382402,55.8876419067382,-99.08348422073004,-5.207343432644003,Moderate,-0.6631671474983878,LOW
16 02 2018 14:20,1942.43005371093,8.33830642700195,1729.26983770307,52.5815086364746,-213.16021600786007,-12.326602324307785,Moderate,-0.9297649323797401,LOW
16 02 2018 14:30,1868.46899414062,8.23960018157958,1670.04472309769,52.1943397521972,-198.42427104293006,-11.881374690067096,Moderate,-0.8953269692277569,LOW
16 02 2018 14:40,2021.38500976562,8.58016681671142,1877.65520490286,54.1360511779785,-143.72980486275992,-7.65474963068077,Moderate,-0.7675057799241337,LOW
16 02 2018 14:50,1964.71997070312,8.48489570617675,1818.68762405417,54.6024894714355,-146.0323466489499,-8.02954530055131,Moderate,-0.7728868294175611,LOW
16 02 2018 15:00,2052.65795898437,8.66896724700927,1933.16544330731,50.196678161621,-119.49251567706006,-6.181184134588561,Moderate,-0.710863136790792,LOW
16 02 2018 15:10,2127.07788085937,8.75006771087646,1984.28502567612,50.628791809082,-142.7928551832499,-7.196186703802547,Moderate,-0.7653161247228542,LOW
16 02 2018 15:20,2265.416015625,9.04710388183593,2174.40023665065,51.9777107238769,-91.01577897434981,-4.185787760699773,High,-0.6443128876150127,LOW
16 02 2018 15:30,2250.2509765625,9.03200626373291,2164.6442551151,53.375259399414,-85.6067214474001,-3.954770916519406,High,-0.6316718982354126,LOW
16 02 2018 15:40,2243.0458984375,8.90277481079101,2081.5124035037,53.6288986206054,-161.53349493379983,-7.76039069773973,Moderate,-0.8091130758318593,LOW
16 02 2018 15:50,2243.59204101562,9.01504230499267,2153.69258879849,52.7770690917968,-89.89945221713015,-4.174200751059073,High,-0.6417040274555729,LOW
16 02 2018 16:00,2223.7109375,8.99148178100585,2138.50098749133,52.49755859375,-85.20995000867015,-3.9845644452392666,Moderate,-0.6307446417737971,LOW
16 02 2018 16:10,2215.587890625,8.94633769989013,2109.45610958366,52.3049507141113,-106.13178104134022,-5.0312391217415415,Moderate,-0.6796390457560213,LOW
16 02 2018 16:20,2278.36499023437,9.04711246490478,2174.40578539204,54.1503295898437,-103.95920484233011,-4.7810397461569725,High,-0.6745617263669732,LOW
16 02 2018 16:30,2038.7099609375,8.62898159027099,1908.10752133163,51.0451507568359,-130.6024396058699,-6.844605880213976,Moderate,-0.7368270740742336,LOW
16 02 2018 16:40,1954.78002929687,8.43581676483154,1788.56543992437,48.6697006225585,-166.2145893725001,-9.293179084324056,Moderate,-0.8200528125216046,LOW
16 02 2018 16:50,1932.8330078125,8.57733345031738,1875.89247567399,50.4118003845214,-56.94053213850998,-3.0353835775183113,Moderate,-0.5646788975505717,LOW
16 02 2018 17:00,2195.291015625,8.92683792114257,2096.93733988155,52.9035301208496,-98.35367574344991,-4.690348818386992,Moderate,-0.6614615821268836,LOW
16 02 2018 17:10,2093.60400390625,8.82146453857421,2029.59414491287,50.4787788391113,-64.00985899338002,-3.153825564279402,Moderate,-0.5811999430835683,LOW
16 02 2018 17:20,1797.34899902343,8.02898979187011,1546.64144169595,47.1748008728027,-250.7075573274799,-16.209804714179242,Moderate,-1.017513221335578,LOW
16 02 2018 17:30,2016.23901367187,8.38875484466552,1759.85328542918,46.308609008789,-256.38572824269,-14.56858536819247,Moderate,-1.0307831297950656,LOW
16 02 2018 17:40,2143.3759765625,8.70016860961914,1952.78664880166,45.5631599426269,-190.58932776083998,-9.75986433939398,Moderate,-0.8770166749990095,LOW
16 02 2018 17:50,2228.57495117187,9.15780925750732,2246.18068569801,46.0631484985351,17.605734526140168,0.7838075822768955,High,-0.3904639699958847,LOW
16 02 2018 18:00,1679.43200683593,7.90705585479736,1477.22906275386,44.4284210205078,-202.20294408206996,-13.687988490093872,Moderate,-0.9041577434465116,LOW
16 02 2018 18:10,1869.08203125,8.42328929901123,1780.90578048939,49.30855178833,-88.17625076060995,-4.951202457009223,Moderate,-0.637676898662386,LOW
16 02 2018 18:20,1643.37194824218,8.08715629577636,1580.29558646391,49.344871520996,-63.076361778269984,-3.9914280795664605,Moderate,-0.5790183563055946,LOW
16 02 2018 18:30,1714.55004882812,8.09264183044433,1583.48680219113,51.2190704345703,-131.06324663699002,-8.276876476370559,Moderate,-0.7379039819749931,LOW
16 02 2018 18:40,1878.11999511718,8.37708187103271,1752.75854867814,55.2385597229003,-125.36144643904004,-7.152237057042603,Moderate,-0.7245788517859021,LOW
16 02 2018 18:50,2121.10400390625,8.89088630676269,2073.90145692759,58.7796096801757,-47.20254697865994,-2.2760265113362137,Moderate,-0.5419211867347681,LOW
16 02 2018 19:00,1851.69702148437,8.35516452789306,1739.46684927496,57.8310203552246,-112.23017220941006,-6.451986840461464,Moderate,-0.693891010650854,LOW
16 02 2018 19:10,1900.84594726562,8.4468765258789,1795.33763303956,55.7806510925292,-105.50831422606007,-5.8767951099778015,Moderate,-0.6781820012799323,LOW
16 02 2018 19:20,1388.85705566406,7.51236104965209,1264.34738566617,51.8529815673828,-124.50966999788989,-9.847742116561358,Moderate,-0.7225882467881319,LOW
16 02 2018 19:30,1592.1259765625,7.90847301483154,1478.02663389096,53.805809020996,-114.09934267153994,-7.719708160547093,Moderate,-0.6982592696022005,LOW
16 02 2018 19:40,1648.81994628906,8.03693294525146,1551.21712121403,54.4786491394042,-97.60282507503007,-6.2920157172223,Moderate,-0.6597068410693386,LOW
16 02 2018 19:50,2115.09594726562,8.83002662658691,2035.04579216938,57.5603904724121,-80.0501550962399,-3.9335800405211327,Moderate,-0.6186861801353374,LOW
16 02 2018 20:00,2066.94897460937,8.71218585968017,1960.35926184597,54.2802391052246,-106.58971276340003,-5.437254019604037,Moderate,-0.6807092340478446,LOW
16 02 2018 20:10,1478.15502929687,7.6592698097229,1341.33311382508,50.9790687561035,-136.8219154717899,-10.200442683593698,Moderate,-0.7513620143990613,LOW
16 02 2018 20:20,1925.52905273437,8.46894073486328,1808.87561748004,55.1874389648437,-116.6534352543299,-6.44894729781591,Moderate,-0.7042281943275713,LOW
16 02 2018 20:30,1743.61499023437,8.22772884368896,1662.97873667216,54.0227699279785,-80.63625356220996,-4.8489046663082265,Moderate,-0.6200558946275226,LOW
16 02 2018 20:40,1869.85900878906,8.43808364868164,1789.95275900048,54.5032005310058,-79.90624978858,-4.464154117296375,Moderate,-0.6183498728476567,LOW
16 02 2018 20:50,1888.81799316406,8.33609104156494,1727.93154391838,60.4127006530761,-160.88644924568007,-9.310927265141682,Moderate,-0.8076009274343083,LOW
16 02 2018 21:00,1770.20703125,8.20632934570312,1650.2733633016,61.8144493103027,-119.93366794839994,-7.267503106785657,Moderate,-0.7118941114382255,LOW
16 02 2018 21:10,1306.81701660156,7.38997888565063,1201.68170063294,61.4911003112792,-105.13531596862003,-8.749015310230988,Moderate,-0.6773103028394154,LOW
16 02 2018 21:20,1223.50903320312,7.28858089447021,1151.3757614184,61.6196784973144,-72.13327178471991,-6.264963550722803,Moderate,-0.6001843917254638,LOW
16 02 2018 21:30,1425.46704101562,7.57910823822021,1298.97590051732,58.9099502563476,-126.49114049829996,-9.73775883354915,Moderate,-0.7272189513844277,LOW
16 02 2018 21:40,1236.53698730468,7.26691818237304,1140.81934712213,53.7615203857421,-95.71764018254999,-8.39025393670002,Moderate,-0.6553011563293093,LOW
16 02 2018 21:50,1140.13403320312,7.05540180206298,1041.12482765895,52.395881652832,-99.00920554417007,-9.509830417434188,Moderate,-0.6629935579299931,LOW
16 02 2018 22:00,1185.73303222656,7.17830801010131,1098.31905463071,53.1583518981933,-87.41397759584993,-7.958887467835226,Moderate,-0.6358954631845646,LOW
16 02 2018 22:10,1283.13305664062,7.39334201812744,1203.37591519618,52.6640090942382,-79.7571414444401,-6.627782759923171,Moderate,-0.6180014060426188,LOW
16 02 2018 22:20,1481.55798339843,7.73565816879272,1382.44928779132,53.5912704467773,-99.1086956071099,-7.1690655478185095,Moderate,-0.6632260666106149,LOW
16 02 2018 22:30,1358.38793945312,7.44950294494628,1231.91687941443,48.5645599365234,-126.47106003868998,-10.266200760136169,Moderate,-0.727172023268873,LOW
16 02 2018 22:40,1058.67297363281,6.92773008346557,983.784494615494,45.9717903137207,-74.88847901731594,-7.612284949315614,Moderate,-0.6066233222031517,LOW
16 02 2018 22:50,1034.33996582031,6.96222305297851,999.07324034016,44.2802009582519,-35.266725480149944,-3.5299439576764646,Moderate,-0.5140271234810995,LOW
16 02 2018 23:00,1279.98205566406,7.35471487045288,1184.01728984068,44.4011116027832,-95.96476582338005,-8.10501389184046,Moderate,-0.6558786899542699,LOW
16 02 2018 23:10,1214.46594238281,7.22947216033935,1122.7267163734,47.6154403686523,-91.73922600941,-8.171109199729695,Moderate,-0.646003586270247,LOW
16 02 2018 23:20,1077.91394042968,6.89909696578979,971.205177085833,48.2428512573242,-106.70876334384695,-10.9872523192302,Moderate,-0.6809874557372178,LOW
16 02 2018 23:30,1444.29504394531,7.69087409973144,1358.25677943601,51.858169555664,-86.0382645093,-6.334462364695558,Moderate,-0.6326804161214098,LOW
16 02 2018 23:40,1499.29699707031,7.65461921691894,1338.85334237787,50.7258911132812,-160.44365469244008,-11.983661661364955,Moderate,-0.8065661147674132,LOW
16 02 2018 23:50,1650.7509765625,8.06801605224609,1569.18399323461,53.039939880371,-81.56698332789006,-5.198050941097952,Moderate,-0.6222310138649538,LOW
17 02 2018 00:00,1442.33703613281,7.65684700012207,1340.04089255513,55.3268394470214,-102.29614357767991,-7.633807605872847,Moderate,-0.670675145446115,LOW
17 02 2018 00:10,1665.59301757812,8.03364753723144,1549.32377167604,57.0733489990234,-116.26924590208,-7.504515713736279,Moderate,-0.7033303422530927,LOW
17 02 2018 00:20,1758.97399902343,8.20543575286865,1649.74371672983,55.2678298950195,-109.23028229359988,-6.621045510639635,Moderate,-0.6868802557500625,LOW
17 02 2018 00:30,1633.69799804687,8.00039100646972,1530.22062179265,53.4592399597167,-103.47737625421996,-6.762252107999724,Moderate,-0.6734356910022646,LOW
17 02 2018 00:40,1811.07397460937,8.40817737579345,1771.68198188876,54.5489196777343,-39.391992720610006,-2.223423454282403,Moderate,-0.5236678897541243,LOW
17 02 2018 00:50,1908.07104492187,8.52828884124755,1845.46678795232,56.1497611999511,-62.60425696955008,-3.3923263955898153,Moderate,-0.5779150454527607,LOW
17 02 2018 01:00,1361.19104003906,7.52853393554687,1272.68332420904,52.8690795898437,-88.50771583002006,-6.954417815211551,Moderate,-0.6384515338740187,LOW
17 02 2018 01:10,1520.59094238281,7.7907748222351,1412.55578662463,53.3260498046875,-108.03515575818005,-7.648204536851268,Moderate,-0.6840872401893573,LOW
17 02 2018 01:20,1607.18103027343,7.93563508987426,1493.35575135193,54.6157417297363,-113.82527892150006,-7.622114075527844,Moderate,-0.6976187815067556,LOW
17 02 2018 01:30,1486.19396972656,7.75824213027954,1394.74156659421,52.3668098449707,-91.4524031323499,-6.556942542098719,Moderate,-0.645333280043205,LOW
17 02 2018 01:40,1466.9599609375,7.59692192077636,1308.31706285257,49.3048782348632,-158.64289808493004,-12.125722624073656,Moderate,-0.8023577392717998,LOW
17 02 2018 01:50,1217.18103027343,7.33198118209838,1172.72573417391,46.7869606018066,-44.455296099519956,-3.7907666561811313,Moderate,-0.5355008502873778,LOW
17 02 2018 02:00,895.889587402343,6.61725616455078,852.62587119009,44.8128089904785,-43.263716212252916,-5.074173523712773,Moderate,-0.5327161232577908,LOW
17 02 2018 02:10,899.086975097656,6.58768987655639,840.720973313983,41.0021705627441,-58.36600178367303,-6.942374894443742,Moderate,-0.5680102258930176,LOW
17 02 2018 02:20,987.481628417968,6.8014178276062,929.044272065399,40.3689498901367,-58.43735635256894,-6.290050766111962,Moderate,-0.5681769818099414,LOW
17 02 2018 02:30,1260.78698730468,7.28407907485961,1149.17653428779,37.0283317565917,-111.61045301689,-9.712211282321507,Moderate,-0.6924427243843557,LOW
17 02 2018 02:40,1215.10302734375,7.15658998489379,1088.0662957839,39.5386695861816,-127.03673155985007,-11.675458752109048,Moderate,-0.7284939999081859,LOW
17 02 2018 02:50,1185.11596679687,7.23738002777099,1126.53126833467,51.2479591369628,-58.584698462200095,-5.200450276786792,Moderate,-0.5685213209177684,LOW
17 02 2018 03:00,1647.35900878906,8.03845500946044,1552.09464439927,52.1415100097656,-95.26436438978999,-6.137793512370604,Moderate,-0.6542418489631441,LOW
17 02 2018 03:10,1179.15502929687,7.2068657875061,1111.8982009403,47.4535598754882,-67.25682835656994,-6.048829677005753,Moderate,-0.5887881236550396,LOW
17 02 2018 03:20,1036.08996582031,6.85934591293334,953.9081705706,39.7117309570312,-82.18179524971004,-8.615273229136017,Moderate,-0.6236678318199221,LOW
17 02 2018 03:30,1025.14404296875,6.95921897888183,997.735802165122,43.271240234375,-27.40824080362802,-2.7470439312843307,Moderate,-0.4956618129180811,LOW
17 02 2018 03:40,944.501586914062,6.70085477828979,886.82694891417,45.0021018981933,-57.67463799989207,-6.503482790019952,Moderate,-0.5663945059261525,LOW
17 02 2018 03:50,1198.50695800781,7.12406682968139,1072.8310533091,40.2792587280273,-125.67590469870993,-11.714417131296502,Moderate,-0.7253137420141923,LOW
17 02 2018 04:00,1314.15502929687,7.24455118179321,1129.9888841192,33.2976608276367,-184.16614517766993,-16.298049278708007,Moderate,-0.8620056712497347,LOW
17 02 2018 04:10,1140.36999511718,7.0390338897705,1033.65761539418,39.5694007873535,-106.71237972299991,-10.32376467156445,Moderate,-0.6809959072299663,LOW
17 02 2018 04:20,1453.64294433593,7.60611295700073,1313.15280128249,39.9794616699218,-140.49014305344008,-10.698689666292488,Moderate,-0.7599346771356962,LOW
17 02 2018 04:30,1325.29504394531,7.40986394882202,1211.72337883128,47.2520103454589,-113.57166511403011,-9.37273862154671,Moderate,-0.6970260850100417,LOW
17 02 2018 04:40,1674.34301757812,8.11704921722412,1597.72145561382,48.6223602294921,-76.6215619643001,-4.795677099727204,Moderate,-0.6106735440796321,LOW
17 02 2018 04:50,1610.98095703125,7.90590000152587,1476.57871734613,45.0782585144042,-134.4022396851201,-9.102273932722166,Moderate,-0.7457072222714173,LOW
17 02 2018 05:00,1763.03405761718,8.08472824096679,1578.8840079053,34.7147407531738,-184.15004971188,-11.663304510645546,Moderate,-0.8619680560809005,LOW
17 02 2018 05:10,1887.71594238281,8.28773880004882,1698.82445502316,35.7087783813476,-188.89148735965,-11.118952685259929,Moderate,-0.8730488150949938,LOW
17 02 2018 05:20,1936.84399414062,8.1843614578247,1637.27377981472,31.5463104248046,-299.5702143259,-18.29689194435157,Moderate,-1.1317054489276535,LOW
17 02 2018 05:30,2575.6220703125,9.4555377960205,2440.80095511133,28.2443695068359,-134.82111520116996,-5.523642348583909,High,-0.7466861360513835,LOW
17 02 2018 05:40,2708.70190429687,9.73846054077148,2618.46241295078,29.8467693328857,-90.23949134608984,-3.446277895751719,High,-0.6424987002791492,LOW
17 02 2018 05:50,2810.19311523437,10.2414999008178,2933.34619482838,28.3502502441406,123.1530795940098,4.198382032476568,High,-0.14379939647260703,LOW
17 02 2018 06:00,2659.96704101562,9.96098709106445,2767.60531984341,27.9298801422119,107.63827882779015,3.8892206940070584,High,-0.18005754879124058,LOW
17 02 2018 06:10,2355.73706054687,9.43585395812988,2427.88573563852,33.8144989013671,72.14867509165015,2.9716668306334215,High,-0.26299689666830967,LOW
17 02 2018 06:20,2581.31201171875,9.7911262512207,2655.23946036918,32.3647193908691,73.92744865043005,2.7842102286379586,High,-0.25883989564674165,LOW
17 02 2018 06:30,2789.82592773437,10.2963495254516,2963.01771439479,30.3726501464843,173.1917866604199,5.845114790202836,High,-0.026858735101583948,LOW
17 02 2018 06:40,2680.52587890625,9.87540054321289,2712.16396631106,36.4803314208984,31.638087404809994,1.1665256156264927,High,-0.3576703044032586,LOW
17 02 2018 06:50,2584.34497070312,9.95164585113525,2761.66838960449,35.6234703063964,177.32341890137013,6.420880203027031,High,-0.017203093796597166,LOW
17 02 2018 07:00,2888.7119140625,10.3983697891235,3015.93399655257,33.9936294555664,127.22208249007008,4.218331125133842,High,-0.13429012020065248,LOW
17 02 2018 07:10,3119.41796875,11.1356000900268,3318.24620793841,35.7402992248535,198.82823918840995,5.991967645822754,High,0.03305375843769155,MODERATE
17 02 2018 07:20,3223.7958984375,11.5169095993041,3425.97066521001,36.6542091369628,202.17476677250988,5.901240452101673,High,0.04087460697523739,MODERATE
17 02 2018 07:30,2809.9150390625,10.1330003738403,2872.06362191707,36.1898918151855,62.14858285457012,2.1638999352349533,High,-0.2863671527867052,LOW
17 02 2018 07:40,2503.14697265625,9.54365444183349,2474.10236347917,35.1045684814453,-29.04460917708002,-1.1739453308729098,High,-0.49948601244394286,LOW
17 02 2018 07:50,2325.26611328125,9.41692638397216,2415.47114455963,37.6923103332519,90.20503127837992,3.734469421485281,High,-0.220799119023404,LOW
17 02 2018 08:00,2149.833984375,8.89515876770019,2076.63590110532,41.9572601318359,-73.19808326967996,-3.524839536421344,Moderate,-0.6026728604846872,LOW
17 02 2018 08:10,1786.25598144531,8.15222454071044,1618.33698075911,36.5488700866699,-167.91900068619998,-10.37602197086509,Moderate,-0.8240360286748076,LOW
17 02 2018 08:20,1664.81701660156,7.99796104431152,1528.82928750142,40.5133209228515,-135.9877291001401,-8.894892988502733,Moderate,-0.7494125174650587,LOW
17 02 2018 08:30,1613.03100585937,8.00623798370361,1533.57096586868,41.3953590393066,-79.46003999068989,-5.181373523570873,Moderate,-0.6173070787401621,LOW
17 02 2018 08:40,1910.96301269531,8.38918399810791,1760.11432742648,39.5261116027832,-150.84868526882997,-8.570391304602962,Moderate,-0.7841426323072737,LOW
17 02 2018 08:50,2111.94409179687,8.68994426727294,1946.35055388748,36.2971687316894,-165.59353790939008,-8.50789892800386,Moderate,-0.818601412733334,LOW
17 02 2018 09:00,2283.8740234375,9.28492546081542,2329.04848407838,34.8718795776367,45.17446064088017,1.9396101433567194,High,-0.32603574524707957,LOW
